Review,Rating
"Компания сони удивила, что может делать не только кирпичи, но и стильные утонченные телефоны.",5
"1,5 года в пользовании, ни разу не подвел,Падал много раз,в том числе и экраном в низ,ему было всё равно,это один из лучших Sony что у меня были",5
"Всегда была фанатом Sony, и в этот раз очень довольна, что выбрала именно этот телефон.",5
"мне кажется для токого телефон 11000 руб. мало   экран не как у Sony xperia z , z1 , z2",5
"в целом телефон не плох, в игры не играю. плохо что вставка из стали царапается",4
"пользуюсь несколько дней с чехлом книжкой, пока не могу привыкнуть к размеру и выше описаные недостатки раздражают",3
"Телефон всем хорош, но камера оставляет желать лучшего, даже несмотря на большое количество режимов. Качество не меняется особо",3
Отличный телефон за такие деньги!,5
После плюсовой версии уже вряд ли захочется возвращаться на версии стандартного размера.,5
Очень мощный,5
если покупать в 2019 то не дороже 37-40 тыс.руба так его производительности за глаза еще года так до 2022.,5
"Был куплен в Европе. Качество отменное. Для многих может показаться, что лопата-лопатой, зато заменяет планшет. По мне в самый раз.",5
Рекомендую к использованию. Я понятие не имею о чем говорят в остальных отзывах..какие-то меню не нравятся...еще что-то...,5
"Смартфон хорош собой в целом, достоин своей цены. Сразу с ним преобрела чехол книжку, так что ни скольжения, ни царапины нам не страшны;-).",5
Если нравиться сони то можно взять на пол года. Но очень сырой телефон...,2
"Мне лично непонятно почему кнопка включения сбоку, и не только в этой модели. Это же неудобно. 
Во всем остальном телефон самый обычный.",4
"В принципе всем доволен, если бы не бракованный динамик. Это мой второй смартфон поэтому все устраивает.",4
"Если у вас нет денег на последнюю модель, вроде XS MAX, или вы просто не так интересуетесь новинками, то IPhone 7 Plus - точно для вас.",5
"В общем нравится телефон.  Для своей цены он хорош.  Берите, покупайте.",5
"Бякушка, низкий сорт, отдал его супруге, ей нравится (по-моему).",3
Не самый лучший мой выбор. Буду покупать новый. Этот пусть доживает. Ремонт по гарантии результатов думаю не даст.,1
"Вообщем,сони за эти деньги скажем так,терпимо....потому как особо купить что то нечего....",4
"если будете в чехле носить ,тогда норм,а чуть не забыл,снимал в воде(бассейн)без проблем,воду не пропускает))",3
"Вообщем,сони за эти деньги скажем так,терпимо....потому как особо купить что то нечего....",4
"Бякушка, низкий сорт, отдал его супруге, ей нравится (по-моему).",3
Не стоит своих денег.,2
"Телефоном в целом доволен, перешел с яблока 5s....оптимизация андроид конечно не ахти, но не критично.",4
"Надежный аппарат, с хорошим запасом аккумулятора, ОС не лагает, все приложеньки шустро работают. Подцепляет LTE там где самсунг не справлялся.",5
"Всё тот же айфон шесть плюс, просто быстрее, лучше камеры и кнопка с вибро новая. Вот и всё.",4
Не стоит своих денег.,2
"Не берите, одни расстройства!",2
"Яркая, стильная модель, подойдет для сэлфи, снятия видео, и развлечений. SONY на высоте!",5
"Не рекомендую, делают на год-полтора, потом в помойку. Китайцы и то лучше делают.",1
"Телефоном в целом доволен, перешел с яблока 5s....оптимизация андроид конечно не ахти, но не критично.",4
Очень разочарован в Sony!!!,1
"Не берите, одни расстройства!",2
Отличный аппарат,5
Узнал заранее все минусы и был готов к ним,5
"Доволен телефоном на все 100%, покупал с 128 ГБ оперативки , но можно купить и с 64 Гб - чуть более дешевый вариант.",5
"Самсунг отдыхает, хотя всегда была его фанатом",5
За свои деньги достойный аппарат.,5
Покупал в день релиза. Чехлы принципиально не ношу. Да и прятать такую красоту не хочу. Шикарный аппарат с учётом цены. 4/128 за 17740 руб.,5
"Достойный телефон за небольшие деньги, не стоит раздумывать, надо брать",5
Очень разочарован в Sony!!!,1
Телефоном в принципе доволен,4
"В общем нравится телефон.  Для своей цены он хорош.  Берите, покупайте.",5
Телефоном в принципе доволен,4
"если будете в чехле носить ,тогда норм,а чуть не забыл,снимал в воде(бассейн)без проблем,воду не пропускает))",3
"Не рекомендую, делают на год-полтора, потом в помойку. Китайцы и то лучше делают.",1
Не самый лучший мой выбор. Буду покупать новый. Этот пусть доживает. Ремонт по гарантии результатов думаю не даст.,1
Он мне нравится!,5
Он мне нравится!,5
"Яркая, стильная модель, подойдет для сэлфи, снятия видео, и развлечений. SONY на высоте!",5
Номер заказа 32958704,5
Я приобрел и не пожалел. Чего и Вам советую!,5
"Без чехла жуть как скользит. Даже просто если лежит на поверхности с минимальным уклоном 0,00001.",5
"Отличный смарт. Впервые полностью доволен. Рекомендую к покупке. В жизни лучше чем на фото, в руке лежит идеально",5
"Может показаться некоторым экран с не достаточной скоростью обновления, что впринцыпе исправлено в следующей моделе, но это субъективное замечание.",5
просто отличный телефон ! 1 раз летал на пол .ни единой царапины .,5
"Стилус хоть и не активный, пользоваться удобно, правда нельзя им нажать на кнопки управления. остальное все хорошо, легкий.",3
В общем телефон не плохой. Цена за 13к не кусается. Доволен.,4
ну в целом телефон неплохой думаю толкнуть))) и купить чтонить на андройде))))))),4
Очень не хватает крепкого монолитного корпуса.,5
"Купил уже второй такой - матери, сериалы смотреть. За эти деньги (5200 с доставкой на дом) - вне конкуренции.",5
"если под итожить, то, тем кто бережно относится к технике, брать смело. меня устроил на все 100% за свою цену",5
"Очень доволен покупкой,  хоть и притормаживает немного.",5
Жалею что купил.Не ожидал такого от нокии.,2
вообщем телефон оказался ужасный..,1
телефон оптимален для аккуратных с техникой  школьников),3
"ну у меня х6-16гб уже 6 месяцев ,ну в принципе норм ,но ожидал лучшего",3
"Итог: телефон очень хороший, без тормозов. Хорошее соотношение цены и качества:-)",5
Красная цена ему 200 баксов.,3
"очень долго прывыкала, сидела пол дня над ним",4
"Раньше разочаровался Сони. После этого у меня пятый или шестой Нокиа, думаю, что последний этой марки",3
"Данный телефон по соотношению ""цена-качество"" вполне устраивает.",4
Очень доволен покупкой. Советую купить.,5
"телефон очень хороший, но если бы не скрипящая крышка, со временем привыкаешь, и не так уже мешает, советую купить этот телефон",4
Не покупайте X6 nokia  !!!! Он не доработанный!!! Хотите нервы себе потрепать валяйте!!!,1
"Очень довольна моделью, все устраивает, осталось привыкнуть к экрану.",5
Ну может кто другой скажет что это плохой телефон но мне с ним скучно не было и играл и слушал музыку покупайте не пожалеете,4
"в общем телефон не плохой, хорош для прослушивания музыки, радио. если не запускать несколько приложений сразу, то работает вполне быстро.",4
Самый лучший телефон.,5
"В принципе телефон хороший, покупал его за 14000 руб. эта цена была завышена,и как было выше сказано выше качество сборки отвратительное.",4
"Я просто счастлива, что приобрела этот телефон. Берите, не пожалеете.",5
В принципе я ожидал большего но это мой первый смарт NOKIA так что я смирился с недостатками... а так телефон улёт рекомендую...,4
"В целом, телефоном довольна, только сенсор долго думает.",4
"Брал на замену 7+, аппарат оказался супер.всем спасибо. Пока!",5
"Камера вроде нормальная, не сказать, что я шокирован качеством.Экран, на мой взгляд, ничем не примечателен для аппарата за 93к  рублей.",4
"Стекло поцарапалось непонятно как и чем очень быстро. Боюсь по шкале Мооса тут даже 6-ки нет, как на Android. Думаю уровень 5-ка, не выше.",5
Лучший из всех моих телефонов. Прошло  пол года с момента покупки и до сих пор не нарадуюсь.,5
"К телефону привязался, постоянно слушал музыку, фотографировал писал заметки. Жаль потерял)",5
Можно купить.,4
не берите если для время провожденияисключение музыка )),4
"Отличный аппарат, снабженный всеми функциями современных смартфонов. При умелых настройке и использовании, он сможет удовлетворить все ваши запросы.",4
Телефон отличный берите не пожелеете лучше него не найдёте!!!,5
Вобщем за такие деньги я брал за 12т.р. можно найти и получше я не доволен им.Скорее всего буду возвращать деньги.,3
вобщем норм телефон,5
"Пользуюсь им уже 1,5 года и очень довольна! Всем-всем советую!",5
советую приобрести модель идеальное соотношение цены и качества мне купили телефон 1 год назад но я все равно не перестаю ему удивляться,5
"Купил в евросети первый попавшийся по критериям: 4G, камера 8мр, экран HD, до 5 тыр.Не жалею.",4
Цена в 7 000 рублей это перебор. Максимум 5 000 его цена. Не рекомендую данную модель.,1
Свои деньги оправдывает на 120%,4
"чё так сказать норм 6/10 где-то,почему у меня частота проца не 1500мгц а 1300мгц почему может программа неправильно показывает",4
Как бюджетка сойдет,4
телефон отстой,3
"Расстроена покупкой очень, пусть даже и  позиционируется он как бюджетная модель, но все равно не оправдал ожиданий. Друзьям не посоветую.",3
Если использовать в качестве звонилки и почти никогда не выходить в сеть- пойдет.,2
"до этого пользовался другим телефоном за 3000 рублей если не учитывать что на другом телефоне тихие динамики ,то можно сказать муха полное авно",1
"Среди прочих за эту цену тут характеристики интересные, тот же самсунг или даже леново с таким дисплеем и камерой на четверть дороже.",5
Не советую покупать,3
"Легкий,есть LTE.",5
"Подойдет для телеграма, вибера, почты. Не более того.",3
"Соответствует заявленным характеристикам, перебоев в работе за 2 месяца не обнаружено!",5
"возможности и способности сия телефона оценю на 3,5-4",3
"отдал в ремонт по гарантии, 4 дня - результата диагностики пока нет.",1
"Отвратительный тормозной телефон, избавлюсь при первой возможности.Такое гуано нужно запретить продавать на законодательном уровне.Не рекомендую!",1
"Хороший телефон, 2 сим-карты. легкий, памяти хватает. Зарядку долго держит. Приобретением доволен. Спасибо",5
"Я не любитель писать отзывы, но тут я просто обязан его написать. Телефон ни в коем случае не советую, потеряете деньги, и нервы.",1
"Нормальный телефон за эту цену, камера делает неплохие снимки, интернет шустрый на 4g. Выглядит стильно, со сменными панельками.",5
В целом аппарат своих денег стоит. я брал чтобы ребенка фотать + надо было lte +2 симки. Всем доволен.,5
Полное разочарование аппаратом. Китайцы просто в разы лучше ловят связь!,2
Эта вещь стоит своих денег!,5
После месяца использования разочаровал из-за вышеуказанных недостатков.,3
"Все отлично работает. После обновления на андроид 5, стал чуть подглючивать.",4
"В целом, отличный смартфон! Довольна всем! главное не жалеть лишние ""пару рублей"" и купить оригинал!",5
Очень рекомендую всем. За такие деньги самое то!!!,5
"отличный телефон, как и через день после покупки так же сильно им довольна)Nokia рулит!P.S. самсунги с детства не люблю((",5
"Аппаратик-очень достойная замена моему бывшему уже Nokia N78,я очен доволен покупкой,цена на него подходящая,Берите не пожалеете=)",5
"Не смотря на мелкие недостатки,телефон очень хороший,стильный и правильный ,и самое пожалуй главное быстрый интернет.",4
Без коментариев.,1
Лучше не берите. подкапите и возьмите Sony Ericsson Satio или Iphone,2
"в целом отличный телефон, но пока разработчики не справились с задачами.",3
"Афигительный    
Вот прошло уже три месяца--всё в телефоне супер.",5
"Когда я его купил, то сразу подалел что не купил его раньшеСмартфон отличный Советую всем!!!",5
вобщем телефон мне понравился долго выбирал и не ошибся!)),5
"В целом модель отличная! Я не жалею, что приобрела себе эту модель..",5
Покупкой очень доволен!Покупайте!Смартфон очень хороший!!!!!!!!,5
"Покупкой очень довольна. Искала дешевый смартфон нормального качества, так как денег впритык. И покупкой я довольна на все 100%.",5
"Для тех кто не загоняется по играм и не хочет переплачивать за бренд и неиспользуемые возможности - волне подходящий, бюджетный вариант.",4
"Удобный и хорошо работающий смартфон, ничего не глючит и все функции работают.",4
пока нет напишите есть ли скриншот на аппарате?,4
Так и лежит уже почти год в коробке.,2
"Выглядит очень красиво, в различных приложениях работает нормально и даже говорить по нему в удовольствие.",5
"Покупал в подарок, аппарат в использовании почти полгода, нареканий нет никаких.",5
отличная модель. отличное качество. Можно брать.,5
Рекомендую!,5
Камеру и батарею пока не поняла - не успела хорошо протестировать.,5
Не купить не предлагаю,1
"У смартфона есть световой индикатор (удобно), и кастомная клавиатура в которой одновременно цифры и буквы (очень удобно)",5
Не рекомендую. Эта модель у асуса явно не удалась и радость покупки сменится гемороем от использования. Приглядитесь к другим моделям.,2
"Очень доволен!
После zc520tl, все летает",5
Не ожидал такого!!,5
"деньги на ветер,лучше добавить и купить что нибудь хорошее",2
"Купила только из-за марки телефона,разочеровалась в этой марке асус",3
Покупал для отца. Соотношение цена - качество очень хорошее. Доволен покупкой .,5
"Телефон привлекает внимание людей со стороны, смотрят с восторгом.",5
Очень приятно держать в руках. Большая ОЗУ и встроенная память.,5
Надеюсь асус все исправит.,4
За свои деньги очень хороший телефон,5
Отличный смартфон за небольшие деньги (брала за 17000).,5
"Хороший телефон, но это не точно",4
золотая середина.много чего от s серииза не очень много денег,5
Покупал по акции за 19000р. телефоном очень доволен.Не отличить от флагмана.,5
Неделя эксплуатации. Общее впечатление - очень доволен.,5
"За 16000 рублей нормально. Не супер, но и не нищебродство. На мой личный взгляд, данная модель - хорошая, по соотношению ""цена-качество"".",3
"Ищите сяоми.
И круче и качественно, и дёшево!",1
"Очень понравился, камера класс снимал много фотки получаются на ура даже вечером",5
Клёвый ок,5
Зря повелся на не настоящие отзывы. Телефон г.,2
Ноиер товарного чека 13283,5
Продал А7 и купил А8+ но пожалел уже 100 раз А7 100 раз лучше ..,1
"Телефон не стоит таких денег. Очень много недостатков. Лучше подкопить и взять iPhone 7, или Xiaomi за 23 тысячи",2
Для,5
"Хорошо лежит в руке, сенсор хороший, очень удобный телефон. 8000 рублей  - это не очень дорого за такой добротный, не хлипкий товар .",5
За свои деньги нормально.,4
"Фантик красивый, а конфетку не проглотить. За 12990-то можно было и получше собрать.",1
В целом покупкой доволен.,4
Главный вопрос это вопрос цены. За 20 000 р. очень даже хороший телефон,5
Брал для повседневных задач. Чтобы был надежным помощником и чтобы не отвлекаться на всякие зависания и глюки.,5
"Телефон в принципе в своей ценновой категории просто замечательный.Камера отличная,привожу пример фото",4
"Пока пользую без чехла. Падал дважды на каменный пол (не я), видимых повреждений на корпусе нет, стекло цело, машинка работает.",4
Сам телефон отличный! Но наличие рекламы которую невозможно убрать удручает..,2
"Все приложения открываются очень долго, постоянно выдает ошибки приложений.",3
"Средние характеристики за цену ниже средней, по этому и стоит его брать, конкуренты дороже!",5
"Пользовалась больше года, аккуратно, не роняла.",2
"Мой совет будущим покупателям, проверяйте связь, хотя это не гарантия того что за пределами магазина связь будет.",1
Никому не советую к покупке. Смотрите другие варианты.,1
"За 4 тыс лучше вряд ли найти получится, работает этот смартфон стабильно, довольно шустро, большинству его хватит для повседневных задач.",5
"Собираюсь купить, цена небольшая для такого хорошего устройства.",5
За такую сумму телефон хороший.Около трех недель использую и нареканий нет пока.,4
смартфон должен быть снят с реализации в россии,2
Свои деньги оправдывает на 120%,5
"приобрёл себе этот смартфон и я ему очень рад, мне нужно самое главное позвонить и пользоваться интернетом и мои потребности он выполняет хорошо",5
"Нормальный бюджетный аппарат, конечно не супер качество, но реально за такие деньги найти что-то интереснее у меня не получилось!",5
"в общем девайс хороший,не пожалел что взял его. А так все недостатки компенсируются его ценой.",4
"Недостатки выявлены у нескольких телефонов, что говорит об общей проблеме   этой модели. Если бы не данная проблема, то поставил бы пятерку.",1
при включении автоматически включается перезагрузка в течении 10-15 минут,1
Использую на протяжение 2 лет.,5
"Покупал в подарок жене. Все что нужно в нем есть. Отлично держит связь, долгоиграющая акб, очень чуткий сенсор.
Свою цену оправдывает на 100%",5
"с основными задачами справляется: позвонить, в инете посидеть, по виберу переписаться. Если какие-то приложения не тянет, юзаю на планшете",4
стоит своих денег,4
"Полностью оправдывает свою стоимость. За все время владения, более года, ни разу не разочаровался в выборе.",5
"Брал почти год назад, и если раньше gta 3 летала, то сейчас даже 2D игры лагают. Но это проблема всех андроидов-засорение ОЗУ",2
"В целом телефоном доволен, о покупке я ни разу не пожалел! Никаких торможений в процессе эксплуатации не обнаружено.",5
"крайне не довольна аппаратом-пользуюсь меньше года,а глючит.как будто все 10 лет работал.Покупать не советую",1
"Телефон хороший, дешёвый. У меня белый (Это ничего не меняет). Подсветка LED для главной кнопки удивила, раньше такой не видел.",5
"Покупался как второй телефон, с Айфоном, конечно, просто небо и земля.",2
Очень доволен телефоном! Не ожидал что за такие деньги получу полноценный смарт!,4
Через root можно поудалять всякую предустановленную дрянь жрущую трафик!,4
"В целом аппарат неплохой. Чего за такие деньги ожидала, то и получила. Кому нужен бюджетный вариант смартфона на анроиде - вполне неплохой выбор.",4
"Отзыв писал с этого телефона, берите не пожалеете.",5
я бы рекомендовал взять данный аппарат. В данной ценовой категории он себя полностью оправдывает.,4
не советую покупать такой телефон,1
"Первый мой смартфон на Android. В целом, очень понравился  - мощный, стильный и недорогой. Берите  - не пожалеете!",5
"Вообще, я рада, что купила именно эту модель. Почти сразу привыкла и к габаритам, и к управлению. Рекомендую.",5
помогите найти на него чехол в санкт-петербурге в интернет магазинах например буду благодарен,5
"В службе поддержи лыжи сказали, что нет у них видеовызова и все тут.
Эх, андроид, гудроидный, зачем ты так?",5
"В целом если нет желания таскать с собой планшет, можно управиться с Lg. Советов брать/не брать не даю, расстроила камера.",3
"Приличный аппарат, выбирала между apple и lg и вот решила все же его,сочла Iphone за понты,да и только",4
"Не виснет.Интернет,Gps все работает на 5+.Аппарат для тех кому нужен смартфон с большим экраном за разумные деньги!",5
"Данным аппаратом доволен на все 100%!игры летят,много всяких полезных штучек и т.д,берите не пожалеете!:)",5
Вообщем телефон отличный.,5
"Недорогой брендовый смартфон на две сим-карты,наличие стилуса облегчает написание заметок квик емо у меня",5
"Несмотря на указанные недостатки, аппарат Отличный ! После него уже ни какой другой в руках держать не хочется.",5
"Если бы не кривое обновление, поставил бы 4, но пока 3.",3
"Покупкой доволен, за свои деньги - идеал!",5
Советую покупать!Если рука маленькая - как раз что надо))),5
"Всё как обычно, ничего особенного. Интерфейс не самый удобный, но к нему привыкаешь.",3
Телефон в принципе очень даже ничего в сегменте моделей за 7 тысяч.,3
"Телефон оправдал свою цену. Покупала за 11000, что очень неплохо для такого аппарата.",5
"Стильный аппарат, который заменил мне планшет.",5
"Покупала эту модель неделю назад. Довольна ли я? Да. Считаю, что за свои деньги это хороший выбор. И вам советую.",5
"купилась на большой размер думала что это хорошо,но качество телефона не порадовал..лучше покупать проверенные бренды...",3
"Здесь привлек бренд, качество, гарантия, наличие необходимого функционала, и внешний вид от флагманских моделей. Супер",5
Взяли как подарок и были удовлетварены,5
"Просто достал из кармана , а там трещина на задней крышке .",1
Пользуясь больше года хочу другой смартфон.,4
Пользовался около 8месецев терпение закончилось купил себе другой телефон,2
"Купила смартфон недавно.Смутил неизвестный бренд,но оказалось,телефон вполне хороший. Порадовало,что покупка превзошла мои ожидания",4
"Купил жене, поюзал, заказал себе.",4
Ни в коем случае не берите этот хлам,1
мне он понравился по советую купить,5
лучше возьмите более раскрученные и проверенные бренды,1
"Не пожалел ни на грамм. Отличный аппарат - советую, лучше в данном сегменте пока нет",5
Своих денег не стоит,2
"Лучший вариант из среднего класса с экраном качества флагмана, неплохой камерой и всем необходимым функционалом.",5
"в целом, ставлю ему твердую 4ку. Хорошая модель за свои деньги, но могло быть немного получше.",4
"При старте продаж был аж 35к, сейчас за 20 бы даже не купил.",4
Покупал по trade-in в замен Samsung Galaxy А5. Телефоном доволен.,5
"Среднячок за свои деньги, но с очень хорошим экраномСмартфон не игровой, даже чучуть .",4
Телефон очень понравился,5
"Понравился 6-й андроид, на этом смартфоне все летает на ура, ни одного зависания или сбоя не обнаружил. Могу рекомендовать!",5
"Акт приняли, вернули деньги. На хорошую память остались перчатки и чувство полной своей ненужности для производителя",1
Кроче упал и конец.,1
Кроче упал и конец.,1
Пользуюсь почти 2 года уже. Батареи хватает на 3 дня - очень умеренного использования. При активном использовании не более 2 дня.,4
"Акт приняли, вернули деньги. На хорошую память остались перчатки и чувство полной своей ненужности для производителя",1
"Понравился 6-й андроид, на этом смартфоне все летает на ура, ни одного зависания или сбоя не обнаружил. Могу рекомендовать!",5
Пользуюсь почти год уже. Батареи хватает на 3 дня - очень умереного использования. При активном использовании на 1 - 2 дня.,4
Ровно через год после покупки сам вызвал МЧС,3
"Хороший аппарат за такие деньги, окажется неплохим подарком или просто приобретением.",5
"За 6990 руб. лучше этого телефона найти не возможно , потому что такого НЕТ!!!",5
"Что мне нравится в LG Optimus L4 II Dual E445 это то что 2 симки, хороший четкий экран  громкий динамик хорошо слышно собеседника, хороший телефон!",5
"честно говоря даже не знаю, хотелось бы чего-то лучшего, но за 3300 - телефон в любом случае получается компромиссным",4
был бы он чуть поуже (не люблю лопаты) вобще цены бы небыло!),5
"Перепал мне по наследству от папы,но я доволен, экран то что нужно ,клавиша с подсветкой выглядит оригинально.",4
Пользуюсь почти 2 года уже. Батареи хватает на 3 дня - очень умеренного использования. При активном использовании не более 2 дня.,4
брал на замену LG Optimus L9 меня всё устраивает.,5
"отличная модель, пишу с него)",5
"Отличный телефон за свои деньги - ожидания оправдал, хотя это далеко не первый мой смарт на анрюше^! Советую!!",5
спасибо мужу за такой подарок.,5
"Скажите пожалуйста,как включить диспетчер задач,один раз получилось,но не помню куда нажимала,открыла активные вкладки,кто знает,как их открыть?",4
"Все отлично, мы очень довольны!",5
"Пользуюсь несколько часов,пока всё нравится,кроме того минуса..А так советую,берите.",5
вай фай-идеально ловит-3джи на билайне-туговато но ловит!за эти деньги-лучьше-не видел!,5
"Сдал в магазин после недели использования, сказали что возможно это ошибки андроида, но после ремонта уже не то пальто, вернул деньги.",2
"телефон подешевел с 13000 до 9000, за эти деньги один из лучших в данном сегменте",4
"Мне телефон понравился, жду в продаже",5
мне оночень понравился я его заказал из германии.,4
Молю финских богов - верните разработку Symbian. Сделайте ее для больших экранов =),5
У меня nokia N8 и он мне нравится гораздо больше чем E7. Я их сравнивал (У моего друга nokia E7) и мне больше понравился N8,4
"Советую всем , телефон надежен если руки не корявы, что для бизнес решений так и для развлечений он идеален!",5
перешол на него после Nokia 5730 XpressMusic.выброл эту мадель так как у нее боль + чем у Nokia N8/,5
Если вы еще сомневаетесь брать или выбрать что-то другое-даже не сомневайтесь это то что надо,5
"Телефон не плохой, много достоинств, но недостатки тоже есть. Но если закрыть глаза на недостатки то телефон очень хороший, всем советую купить.",5
"В общем телефон хороший, но у него очень маленький ресурс работы.",4
Лучше взять iphone 4g он намного лучше nokia e7 + nokia + sony + samsung не равно iphone 4g он лучше во всём,5
Кому нужна рабочая бизнес-мобила - берите не задумываясь. В этом сегменте это на 100% Iphone от Нокии,5
Разочарован. Больше 12 лет пользую нокиа.,3
"Покупал 07.09.11 в фирменном салоне, цена уше слишком завышена за такой телефон. Купил SE Xplay, и о Nokia стараюсь не вспоминать.",3
ну во общем не плохая модель но айфон и самсунг и тд будет немного лучше,4
не советую данную модель. не стоит затраченных средств.,2
Классный телефон своего времени!!!!,5
Пока не прочувствовал.,1
"Взял как второй телефон. Очень доволен за такую цену. Красивый и тонкий. Хороший экран, большего я от него не требую",5
В целом идеальное соотношение цена качество на сегодняшний день,5
"Хорошее впечатление. Единственное, что испортило впечатление - трещины на корпусе. Судя по отзывам - меняют по гарантии. Думаю обратиться тоже в СЦ.",4
"Аппарат практически не имеет недостатков, радует своим экраном и производительностью.",5
"Эта модель у меня вторая подряд, пока лучше ни чего не нашёл.",5
Не жалею о покупке,5
На данный момент альтернатив на 2 симки нет!,5
"Хорошая моделька, цена высокавата все же, никак нутром не могу смириться с такими курсами валют,  они тоже без оснований высоки))",4
"ВСЕМ советую. От него ожидал меньше, чем он выдал на самом деле!!! Я доволен, как СЛОН!!!",5
Повторюсь - справлялся с нагрузками запросто. За батарею и камеры минусы.,2
"Все в лучших китайских традициях . Сами этот телефон вы сломать не сможете , он сам развалится .Для ""позвонить"" и ""поиграть"" он неплох .",3
"Телефон в принципе устроил. Для своей цены, 5500 руб., он очень даже ничего.",4
Пользуюсь почти год уже. Батареи хватает на 3 дня - очень умереного использования. При активном использовании на 1 - 2 дня.,4
